event_id,sport_key,commence_time,home_team,away_team,bookmaker,bookmaker_title,home_odds,draw_odds,away_odds,home_link,draw_link,away_link,combined_product
ec3ca354caf03efa43d3e149d5c0b075,soccer_spain_segunda_division,2025-10-12T14:15:00Z,SD Eibar,CD Castellón,betfair_ex_eu,Betfair,2.6,3.25,3.2,https://www.betfair.com/exchange/plus/football/market/1.248741583,https://www.betfair.com/exchange/plus/football/market/1.248741583,https://www.betfair.com/exchange/plus/football/market/1.248741583,27.040000000000006
